Speaker,Gen,Mode,Vowel,Long,Duration,F0,F1,F2
1,M,Soft,a,Long,0.07,97,592,1578
1,M,Soft,a,Long,0.16,93,542,1355
1,M,Soft,a,Long,0.17,94,758,1443
1,M,Soft,a,Long,0.15,94,1035,1405
1,M,Soft,a,Long,0.17,97,561,1358
1,M,Soft,a,Long,0.19,96,910,1387
1,M,Soft,a,Long,0.16,95,467,1321
1,M,Soft,a,Long,0.18,95,245,1377
1,M,Soft,a,Long,0.16,95,421,1295
1,M,Soft,a,Long,0.19,95,925,1220
1,M,Soft,a,Long,0.2,96,618,1321
1,M,Soft,a,Long,0.2,99,661,1315
1,M,Soft,a,Short,0.1,93,883,1448
1,M,Soft,a,Short,0.13,95,921,1422
1,M,Soft,a,Short,0.14,99,470,1281
1,M,Soft,a,Short,0.09,96,477,1568
1,M,Soft,a,Short,0.1,97,652,1625
1,M,Soft,a,Short,0.09,98,437,1085
1,M,Soft,a,Short,0.1,93,848,1651
1,M,Soft,a,Short,0.11,92,894,1583
1,M,Soft,a,Short,0.12,94,838,1545
1,M,Soft,a,Short,0.11,94,566,1496
1,M,Soft,a,Short,0.11,95,654,1331
1,M,Soft,a,Short,0.13,94,721,1481
1,M,Soft,ɛ,Long,0.14,101,660,1950
1,M,Soft,ɛ,Long,0.16,101,595,1927
1,M,Soft,ɛ,Long,0.18,97,677,1916
1,M,Soft,ɛ,Long,0.11,98,572,1928
1,M,Soft,ɛ,Long,0.11,99,627,1846
1,M,Soft,ɛ,Long,0.11,96,608,1824
1,M,Soft,ɛ,Long,0.12,95,634,1848
1,M,Soft,ɛ,Long,0.12,99,594,1815
1,M,Soft,ɛ,Long,0.1,99,458,1833
1,M,Soft,ɛ,Long,0.08,102,427,1909
1,M,Soft,ɛ,Long,0.09,99,576,1875
1,M,Soft,ɛ,Long,0.1,100,421,1883
1,M,Soft,ɛ,Short,0.12,94,586,1909
1,M,Soft,ɛ,Short,0.12,95,428,1819
1,M,Soft,ɛ,Short,0.11,94,512,1824
1,M,Soft,ɛ,Short,0.11,95,662,1979
1,M,Soft,ɛ,Short,0.11,98,447,1865
1,M,Soft,ɛ,Short,0.12,99,547,1881
1,M,Soft,ɛ,Short,0.12,96,650,1942
1,M,Soft,ɛ,Short,0.13,94,550,1924
1,M,Soft,ɛ,Short,0.13,94,564,1921
1,M,Soft,ɛ,Short,0.1,95,577,1890
1,M,Soft,ɛ,Short,0.12,96,586,1894
1,M,Soft,ɛ,Short,0.12,93,474,1748
1,M,Soft,e,Long,0.19,97,291,2355
1,M,Soft,e,Long,0.2,102,310,2336
1,M,Soft,e,Long,0.2,101,331,2302
1,M,Soft,e,Long,0.19,96,311,2225
1,M,Soft,e,Long,0.17,96,368,2215
1,M,Soft,e,Long,0.18,98,339,2165
1,M,Soft,e,Long,0.18,95,343,2223
1,M,Soft,e,Long,0.17,95,336,2262
1,M,Soft,e,Long,0.2,95,391,2222
1,M,Soft,e,Long,0.17,94,367,2254
1,M,Soft,e,Long,0.19,94,338,2305
1,M,Soft,e,Long,0.2,93,389,2385
1,M,Soft,e,Short,0.1,94,414,2306
1,M,Soft,e,Short,0.12,94,465,2248
1,M,Soft,e,Short,0.1,94,435,2223
1,M,Soft,e,Short,0.09,94,469,2128
1,M,Soft,e,Short,0.1,93,435,2101
1,M,Soft,e,Short,0.12,94,421,2048
1,M,Soft,e,Short,0.1,93,344,2185
1,M,Soft,e,Short,0.09,97,462,2190
1,M,Soft,e,Short,0.08,99,470,2073
1,M,Soft,e,Short,0.1,103,384,2423
1,M,Soft,e,Short,0.11,102,362,2260
1,M,Soft,e,Short,0.12,100,370,2226
1,M,Soft,i,Long,0.14,96,303,2353
1,M,Soft,i,Long,0.15,96,314,2283
1,M,Soft,i,Long,0.16,96,290,2270
1,M,Soft,i,Long,0.16,96,290,2270
1,M,Soft,i,Long,0.19,101,294,2277
1,M,Soft,i,Long,0.16,102,294,2250
1,M,Soft,i,Long,0.16,103,284,2377
1,M,Soft,i,Long,0.17,97,275,
1,M,Soft,i,Long,0.16,97,297,2359
1,M,Soft,i,Long,0.18,99,293,2357
1,M,Soft,i,Long,0.16,97,270,2336
1,M,Soft,i,Long,0.18,97,286,2350
1,M,Soft,i,Short,0.17,97,283,2301
1,M,Soft,i,Short,0.13,96,377,2427
1,M,Soft,i,Short,0.14,95,396,
1,M,Soft,i,Short,0.13,98,417,2440
1,M,Soft,i,Short,0.13,101,336,
1,M,Soft,i,Short,0.13,99,279,2459
1,M,Soft,i,Short,0.14,96,280,2382
1,M,Soft,i,Short,0.09,98,271,2329
1,M,Soft,i,Short,0.08,96,272,2330
1,M,Soft,i,Short,0.1,95,250,2333
1,M,Soft,i,Short,0.12,99,289,2262
1,M,Soft,i,Short,0.07,99,279,2322
1,M,Soft,ɔ,Long,0.19,95,451,851
1,M,Soft,ɔ,Long,0.21,92,469,923
1,M,Soft,ɔ,Long,0.21,94,436,934
1,M,Soft,ɔ,Long,0.17,93,514,939
1,M,Soft,ɔ,Long,0.17,93,514,939
1,M,Soft,ɔ,Long,0.17,96,365,1021
1,M,Soft,ɔ,Long,0.19,97,348,883
1,M,Soft,ɔ,Long,0.14,94,458,984
1,M,Soft,ɔ,Long,0.17,97,416,945
1,M,Soft,ɔ,Long,0.17,96,460,1018
1,M,Soft,ɔ,Long,0.16,93,418,1024
1,M,Soft,ɔ,Long,0.13,94,539,1071
1,M,Soft,ɔ,Short,0.12,99,272,985
1,M,Soft,ɔ,Short,0.14,103,450,900
1,M,Soft,ɔ,Short,0.13,99,383,1036
1,M,Soft,ɔ,Short,0.12,96,365,999
1,M,Soft,ɔ,Short,0.1,98,364,1097
1,M,Soft,ɔ,Short,0.12,98,376,961
1,M,Soft,ɔ,Short,0.11,98,430,998
1,M,Soft,ɔ,Short,0.12,100,362,936
1,M,Soft,ɔ,Short,0.09,99,387,986
1,M,Soft,ɔ,Short,0.12,97,380,1085
1,M,Soft,ɔ,Short,0.12,100,458,1120
1,M,Soft,ɔ,Short,0.11,98,372,1139
1,M,Soft,o,Long,0.2,101,307,776
1,M,Soft,o,Long,0.2,101,307,776
1,M,Soft,o,Long,0.18,102,300,818
1,M,Soft,o,Long,0.19,100,272,809
1,M,Soft,o,Long,0.15,103,332,836
1,M,Soft,o,Long,0.18,103,355,858
1,M,Soft,o,Long,0.17,104,370,879
1,M,Soft,o,Long,0.1,101,396,792
1,M,Soft,o,Long,0.1,99,325,704
1,M,Soft,o,Long,0.08,102,369,640
1,M,Soft,o,Long,0.1,101,356,766
1,M,Soft,o,Long,0.09,99,358,789
1,M,Soft,o,Short,0.1,100,408,898
1,M,Soft,o,Short,0.11,99,355,713
1,M,Soft,o,Short,0.09,98,412,837
1,M,Soft,o,Short,0.08,98,263,891
1,M,Soft,o,Short,0.08,99,318,671
1,M,Soft,o,Short,0.06,100,291,683
1,M,Soft,o,Short,0.1,97,291,990
1,M,Soft,o,Short,0.12,100,322,845
1,M,Soft,o,Short,0.11,99,375,893
1,M,Soft,o,Short,0.11,102,367,866
1,M,Soft,o,Short,0.13,98,419,771
1,M,Soft,o,Short,0.12,102,356,877
1,M,Soft,u,Long,0.14,98,292,654
1,M,Soft,u,Long,0.1,95,325,669
1,M,Soft,u,Long,0.12,96,296,725
1,M,Soft,u,Long,0.2,99,301,592
1,M,Soft,u,Long,0.19,100,277,549
1,M,Soft,u,Long,0.2,99,272,516
1,M,Soft,u,Long,0.18,98,287,678
1,M,Soft,u,Long,0.16,99,287,735
1,M,Soft,u,Long,0.14,99,276,677
1,M,Soft,u,Long,0.14,97,281,812
1,M,Soft,u,Long,0.14,97,264,719
1,M,Soft,u,Long,0.15,93,278,851
1,M,Soft,u,Short,0.09,106,268,700
1,M,Soft,u,Short,0.1,101,256,720
1,M,Soft,u,Short,0.08,99,280,1071
1,M,Soft,u,Short,0.05,101,261,737
1,M,Soft,u,Short,0.06,101,277,737
1,M,Soft,u,Short,0.06,101,286,743
1,M,Soft,u,Short,0.11,104,256,784
1,M,Soft,u,Short,0.11,108,224,816
1,M,Soft,u,Short,0.11,102,267,794
1,M,Soft,u,Short,0.08,105,277,705
1,M,Soft,u,Short,0.09,106,285,709
1,M,Soft,u,Short,0.08,102,262,731
1,M,Neutral,a,Long,0.13,92,755,1400
1,M,Neutral,a,Long,0.16,94,785,1361
1,M,Neutral,a,Long,0.16,91,767,1400
1,M,Neutral,a,Long,0.15,93,808,1282
1,M,Neutral,a,Long,0.2,93,801,1318
1,M,Neutral,a,Long,0.2,93,804,1300
1,M,Neutral,a,Long,0.18,98,834,1359
1,M,Neutral,a,Long,0.16,97,676,1300
1,M,Neutral,a,Long,0.17,94,789,1384
1,M,Neutral,a,Long,0.19,92,799,1289
1,M,Neutral,a,Long,0.19,90,771,1309
1,M,Neutral,a,Long,0.17,88,749,1287
1,M,Neutral,a,Short,0.08,91,795,1317
1,M,Neutral,a,Short,0.08,92,796,1289
1,M,Neutral,a,Short,0.08,94,781,1281
1,M,Neutral,a,Short,0.11,89,727,1457
1,M,Neutral,a,Short,0.13,91,717,1440
1,M,Neutral,a,Short,0.12,93,693,1425
1,M,Neutral,a,Short,0.11,92,803,1465
1,M,Neutral,a,Short,0.12,90,730,1432
1,M,Neutral,a,Short,0.1,90,683,1477
1,M,Neutral,a,Short,0.12,94,788,1417
1,M,Neutral,a,Short,0.12,95,759,1411
1,M,Neutral,a,Short,0.11,91,725,1357
1,M,Neutral,ɛ,Long,0.14,95,656,1856
1,M,Neutral,ɛ,Long,0.16,100,711,1752
1,M,Neutral,ɛ,Long,0.17,105,685,1741
1,M,Neutral,ɛ,Long,0.11,96,669,1864
1,M,Neutral,ɛ,Long,0.11,96,626,1789
1,M,Neutral,ɛ,Long,0.1,94,644,1816
1,M,Neutral,ɛ,Long,0.13,90,720,1792
1,M,Neutral,ɛ,Long,0.12,90,656,1824
1,M,Neutral,ɛ,Long,0.12,93,668,1755
1,M,Neutral,ɛ,Long,0.1,92,656,1823
1,M,Neutral,ɛ,Long,0.1,89,596,1829
1,M,Neutral,ɛ,Long,0.08,92,666,1675
1,M,Neutral,ɛ,Short,0.12,89,674,1848
1,M,Neutral,ɛ,Short,0.14,94,655,1765
1,M,Neutral,ɛ,Short,0.15,93,689,1787
1,M,Neutral,ɛ,Short,0.12,96,642,1831
1,M,Neutral,ɛ,Short,0.09,95,634,1839
1,M,Neutral,ɛ,Short,0.07,94,620,1894
1,M,Neutral,ɛ,Short,0.08,92,700,1850
1,M,Neutral,ɛ,Short,0.07,93,628,1816
1,M,Neutral,ɛ,Short,0.08,95,592,1774
1,M,Neutral,ɛ,Short,0.07,93,692,1716
1,M,Neutral,ɛ,Short,0.09,94,650,1729
1,M,Neutral,ɛ,Short,0.08,92,646,1741
1,M,Neutral,e,Long,0.13,96,423,2180
1,M,Neutral,e,Long,0.16,94,419,2172
1,M,Neutral,e,Long,0.16,96,415,2169
1,M,Neutral,e,Long,0.18,94,399,2225
1,M,Neutral,e,Long,0.16,94,430,2164
1,M,Neutral,e,Long,0.17,93,440,2187
1,M,Neutral,e,Long,0.17,93,413,2163
1,M,Neutral,e,Long,0.15,96,449,2049
1,M,Neutral,e,Long,0.18,93,444,2150
1,M,Neutral,e,Long,0.15,93,480,2209
1,M,Neutral,e,Long,0.14,94,453,2187
1,M,Neutral,e,Long,0.17,90,465,2177
1,M,Neutral,e,Short,0.12,98,463,2225
1,M,Neutral,e,Short,0.12,93,441,2207
1,M,Neutral,e,Short,0.11,93,450,2186
1,M,Neutral,e,Short,0.09,91,411,2127
1,M,Neutral,e,Short,0.09,93,449,2031
1,M,Neutral,e,Short,0.09,94,436,2055
1,M,Neutral,e,Short,0.1,99,434,2095
1,M,Neutral,e,Short,0.11,96,424,2110
1,M,Neutral,e,Short,0.1,94,463,2120
1,M,Neutral,e,Short,0.12,96,465,2248
1,M,Neutral,e,Short,0.12,98,434,2143
1,M,Neutral,e,Short,0.11,97,452,2225
1,M,Neutral,i,Long,0.11,95,286,2319
1,M,Neutral,i,Long,0.13,97,300,2237
1,M,Neutral,i,Long,0.12,101,290,2255
1,M,Neutral,i,Long,0.16,95,287,2272
1,M,Neutral,i,Long,0.15,99,303,2312
1,M,Neutral,i,Long,0.15,97,294,2288
1,M,Neutral,i,Long,0.16,95,290,2337
1,M,Neutral,i,Long,0.15,97,285,2310
1,M,Neutral,i,Long,0.15,97,284,2338
1,M,Neutral,i,Long,0.14,95,278,2396
1,M,Neutral,i,Long,0.13,96,297,2334
1,M,Neutral,i,Long,0.15,95,293,2295
1,M,Neutral,i,Short,0.13,100,329,2417
1,M,Neutral,i,Short,0.11,99,338,2440
1,M,Neutral,i,Short,0.12,99,337,2324
1,M,Neutral,i,Short,0.13,98,275,2387
1,M,Neutral,i,Short,0.17,100,279,2355
1,M,Neutral,i,Short,0.15,100,296,
1,M,Neutral,i,Short,0.13,99,277,2315
1,M,Neutral,i,Short,0.11,98,281,2322
1,M,Neutral,i,Short,0.1,100,284,2351
1,M,Neutral,i,Short,0.11,98,281,2366
1,M,Neutral,i,Short,0.06,103,288,2291
1,M,Neutral,i,Short,0.07,102,289,2289
1,M,Neutral,ɔ,Long,0.12,98,564,1031
1,M,Neutral,ɔ,Long,0.12,95,563,1064
1,M,Neutral,ɔ,Long,0.13,94,554,1022
1,M,Neutral,ɔ,Long,0.15,96,636,1037
1,M,Neutral,ɔ,Long,0.14,94,646,1006
1,M,Neutral,ɔ,Long,0.15,96,628,1126
1,M,Neutral,ɔ,Long,0.16,90,611,1006
1,M,Neutral,ɔ,Long,0.14,92,666,1074
1,M,Neutral,ɔ,Long,0.16,93,631,1080
1,M,Neutral,ɔ,Long,0.13,99,750,859
1,M,Neutral,ɔ,Long,0.12,98,639,898
1,M,Neutral,ɔ,Long,0.14,98,583,968
1,M,Neutral,ɔ,Short,0.09,99,646,979
1,M,Neutral,ɔ,Short,0.1,98,638,961
1,M,Neutral,ɔ,Short,0.12,97,609,1004
1,M,Neutral,ɔ,Short,0.1,96,573,939
1,M,Neutral,ɔ,Short,0.09,98,575,1076
1,M,Neutral,ɔ,Short,0.09,98,574,1071
1,M,Neutral,ɔ,Short,0.09,99,548,1032
1,M,Neutral,ɔ,Short,0.08,101,574,1075
1,M,Neutral,ɔ,Short,0.09,100,566,1059
1,M,Neutral,ɔ,Short,0.12,99,618,1099
1,M,Neutral,ɔ,Short,0.14,100,604,1090
1,M,Neutral,ɔ,Short,0.11,101,634,1107
1,M,Neutral,o,Long,0.16,107,431,831
1,M,Neutral,o,Long,0.17,105,413,842
1,M,Neutral,o,Long,0.13,102,378,807
1,M,Neutral,o,Long,0.14,108,424,888
1,M,Neutral,o,Long,0.15,112,416,834
1,M,Neutral,o,Long,0.16,109,432,862
1,M,Neutral,o,Long,0.08,105,506,810
1,M,Neutral,o,Long,0.1,106,426,855
1,M,Neutral,o,Long,0.09,102,441,924
1,M,Neutral,o,Long,0.14,103,421,843
1,M,Neutral,o,Long,0.11,104,448,912
1,M,Neutral,o,Long,0.1,100,448,919
1,M,Neutral,o,Short,0.09,104,468,858
1,M,Neutral,o,Short,0.08,104,514,819
1,M,Neutral,o,Short,0.12,102,463,867
1,M,Neutral,o,Short,0.04,106,372,840
1,M,Neutral,o,Short,0.07,105,470,799
1,M,Neutral,o,Short,0.03,103,563,627
1,M,Neutral,o,Short,0.06,107,393,932
1,M,Neutral,o,Short,0.08,107,409,976
1,M,Neutral,o,Short,0.07,110,428,1017
1,M,Neutral,o,Short,0.07,107,404,829
1,M,Neutral,o,Short,0.08,105,447,906
1,M,Neutral,o,Short,0.08,106,433,949
1,M,Neutral,u,Long,0.09,108,346,717
1,M,Neutral,u,Long,0.11,109,466,569
1,M,Neutral,u,Long,0.12,105,436,661
1,M,Neutral,u,Long,0.19,106,286,718
1,M,Neutral,u,Long,0.17,106,292,763
1,M,Neutral,u,Long,0.15,106,356,844
1,M,Neutral,u,Long,0.12,108,303,734
1,M,Neutral,u,Long,0.16,112,313,790
1,M,Neutral,u,Long,0.13,108,319,803
1,M,Neutral,u,Long,0.16,106,280,787
1,M,Neutral,u,Long,0.16,107,286,798
1,M,Neutral,u,Long,0.15,105,280,825
1,M,Neutral,u,Short,0.11,115,315,753
1,M,Neutral,u,Short,0.08,107,296,750
1,M,Neutral,u,Short,0.09,109,304,778
1,M,Neutral,u,Short,0.05,106,348,736
1,M,Neutral,u,Short,0.05,105,352,755
1,M,Neutral,u,Short,0.04,105,296,620
1,M,Neutral,u,Short,0.14,103,254,1114
1,M,Neutral,u,Short,0.09,108,291,814
1,M,Neutral,u,Short,0.09,107,310,724
1,M,Neutral,u,Short,0.05,107,305,690
1,M,Neutral,u,Short,0.08,103,341,835
1,M,Neutral,u,Short,0.07,106,355,701
1,M,Loud,a,Long,0.21,142,798,1431
1,M,Loud,a,Long,0.22,137,810,1380
1,M,Loud,a,Long,0.21,144,778,1381
1,M,Loud,a,Long,0.21,139,822,1338
1,M,Loud,a,Long,0.21,136,780,1338
1,M,Loud,a,Long,0.2,129,793,1309
1,M,Loud,a,Long,0.19,147,796,1418
1,M,Loud,a,Long,0.2,144,764,1410
1,M,Loud,a,Long,0.19,141,700,1402
1,M,Loud,a,Long,0.19,150,817,1327
1,M,Loud,a,Long,0.19,135,773,1329
1,M,Loud,a,Long,0.21,142,776,1370
1,M,Loud,a,Short,0.13,158,829,1378
1,M,Loud,a,Short,0.13,149,786,1334
1,M,Loud,a,Short,0.11,157,766,1373
1,M,Loud,a,Short,0.11,155,792,1509
1,M,Loud,a,Short,0.12,157,757,1543
1,M,Loud,a,Short,0.13,154,690,1504
1,M,Loud,a,Short,0.11,161,770,1425
1,M,Loud,a,Short,0.14,158,780,1423
1,M,Loud,a,Short,0.13,171,745,1408
1,M,Loud,a,Short,0.13,164,770,1434
1,M,Loud,a,Short,0.11,162,735,1438
1,M,Loud,a,Short,0.1,162,723,1431
1,M,Loud,ɛ,Long,0.19,165,673,1873
1,M,Loud,ɛ,Long,0.21,164,662,1847
1,M,Loud,ɛ,Long,0.22,153,683,1832
1,M,Loud,ɛ,Long,0.1,164,670,1951
1,M,Loud,ɛ,Long,0.12,158,654,1812
1,M,Loud,ɛ,Long,0.12,163,660,1803
1,M,Loud,ɛ,Long,0.12,159,680,1774
1,M,Loud,ɛ,Long,0.1,160,725,1765
1,M,Loud,ɛ,Long,0.1,163,663,1776
1,M,Loud,ɛ,Long,0.12,161,655,1790
1,M,Loud,ɛ,Long,0.11,157,644,1768
1,M,Loud,ɛ,Long,0.12,170,685,1790
1,M,Loud,ɛ,Short,0.14,148,688,1751
1,M,Loud,ɛ,Short,0.15,160,657,1725
1,M,Loud,ɛ,Short,0.13,149,667,1711
1,M,Loud,ɛ,Short,0.12,155,678,1852
1,M,Loud,ɛ,Short,0.11,154,633,1820
1,M,Loud,ɛ,Short,0.12,160,634,1727
1,M,Loud,ɛ,Short,0.11,152,729,1820
1,M,Loud,ɛ,Short,0.13,157,659,1810
1,M,Loud,ɛ,Short,0.12,161,663,1792
1,M,Loud,ɛ,Short,0.11,168,748,1738
1,M,Loud,ɛ,Short,0.12,157,702,1708
1,M,Loud,ɛ,Short,0.1,161,669,1665
1,M,Loud,e,Long,0.21,193,456,2154
1,M,Loud,e,Long,0.3,198,503,1905
1,M,Loud,e,Long,0.21,197,478,2009
1,M,Loud,e,Long,0.22,196,450,2061
1,M,Loud,e,Long,0.21,183,486,2003
1,M,Loud,e,Long,0.21,167,489,2056
1,M,Loud,e,Long,0.22,170,485,2077
1,M,Loud,e,Long,0.22,178,499,2051
1,M,Loud,e,Long,0.24,173,490,1970
1,M,Loud,e,Long,0.24,182,514,2113
1,M,Loud,e,Long,0.25,181,520,2052
1,M,Loud,e,Long,0.23,177,524,2089
1,M,Loud,e,Short,0.19,192,454,2100
1,M,Loud,e,Short,0.19,188,469,2040
1,M,Loud,e,Short,0.18,193,466,2101
1,M,Loud,e,Short,0.18,184,485,2017
1,M,Loud,e,Short,0.16,188,498,2021
1,M,Loud,e,Short,0.16,186,513,2019
1,M,Loud,e,Short,0.17,184,466,2071
1,M,Loud,e,Short,0.17,184,520,2008
1,M,Loud,e,Short,0.17,181,513,2037
1,M,Loud,e,Short,0.2,195,431,2058
1,M,Loud,e,Short,0.19,192,442,2079
1,M,Loud,e,Short,0.19,191,421,2131
1,M,Loud,i,Long,0.21,175,354,2297
1,M,Loud,i,Long,0.24,181,358,2346
1,M,Loud,i,Long,0.21,186,334,2366
1,M,Loud,i,Long,0.2,190,327,2291
1,M,Loud,i,Long,0.2,187,322,2279
1,M,Loud,i,Long,0.23,193,324,2328
1,M,Loud,i,Long,0.23,201,347,2396
1,M,Loud,i,Long,0.22,205,315,2435
1,M,Loud,i,Long,0.2,207,347,2431
1,M,Loud,i,Long,0.2,186,342,2406
1,M,Loud,i,Long,0.1,204,401,2502
1,M,Loud,i,Long,0.04,187,372,2153
1,M,Loud,i,Short,0.07,203,502,2546
1,M,Loud,i,Short,0.16,189,283,2411
1,M,Loud,i,Short,0.17,185,292,2386
1,M,Loud,i,Short,0.17,184,321,2378
1,M,Loud,i,Short,0.13,197,283,2320
1,M,Loud,i,Short,0.14,204,355,2248
1,M,Loud,i,Short,0.13,194,303,2297
1,M,Loud,i,Short,0.11,188,306,2234
1,M,Loud,i,Short,0.11,180,329,2233
1,M,Loud,i,Short,0.09,184,315,2194
1,M,Loud,i,Short,0.1,180,310,2100
1,M,Loud,i,Short,0.09,181,310,2100
1,M,Loud,ɔ,Long,0.17,161,657,1084
1,M,Loud,ɔ,Long,0.17,161,645,1118
1,M,Loud,ɔ,Long,0.18,166,663,1097
1,M,Loud,ɔ,Long,0.21,160,641,1089
1,M,Loud,ɔ,Long,0.18,172,693,1133
1,M,Loud,ɔ,Long,0.19,171,684,1152
1,M,Loud,ɔ,Long,0.22,163,694,1055
1,M,Loud,ɔ,Long,0.17,175,708,1107
1,M,Loud,ɔ,Long,0.14,166,665,1117
1,M,Loud,ɔ,Long,0.16,162,689,1032
1,M,Loud,ɔ,Long,0.19,152,619,1070
1,M,Loud,ɔ,Long,0.2,161,690,1057
1,M,Loud,ɔ,Short,0.14,181,727,1125
1,M,Loud,ɔ,Short,0.13,188,700,1122
1,M,Loud,ɔ,Short,0.15,184,723,1135
1,M,Loud,ɔ,Short,0.13,171,788,1003
1,M,Loud,ɔ,Short,0.14,175,688,1137
1,M,Loud,ɔ,Short,0.14,172,693,1178
1,M,Loud,ɔ,Short,0.15,173,792,1030
1,M,Loud,ɔ,Short,0.11,174,719,1117
1,M,Loud,ɔ,Short,0.15,179,688,1089
1,M,Loud,ɔ,Short,0.17,189,722,1099
1,M,Loud,ɔ,Short,0.16,207,697,1111
1,M,Loud,ɔ,Short,0.16,196,673,1123
1,M,Loud,o,Long,0.14,227,480,917
1,M,Loud,o,Long,0.18,213,485,974
1,M,Loud,o,Long,0.16,213,496,986
1,M,Loud,o,Long,0.16,217,544,1041
1,M,Loud,o,Long,0.19,205,479,1024
1,M,Loud,o,Long,0.2,208,488,994
1,M,Loud,o,Long,0.13,209,514,1031
1,M,Loud,o,Long,0.12,215,541,1031
1,M,Loud,o,Long,0.13,204,509,1019
1,M,Loud,o,Long,0.16,228,560,987
1,M,Loud,o,Long,0.13,208,518,1034
1,M,Loud,o,Long,0.11,218,514,1044
1,M,Loud,o,Short,0.15,218,529,990
1,M,Loud,o,Short,0.14,217,512,1014
1,M,Loud,o,Short,0.13,212,530,1005
1,M,Loud,o,Short,0.1,213,508,1020
1,M,Loud,o,Short,0.12,201,532,908
1,M,Loud,o,Short,0.08,205,476,1005
1,M,Loud,o,Short,0.13,204,478,1024
1,M,Loud,o,Short,0.14,201,479,1009
1,M,Loud,o,Short,0.12,213,552,1026
1,M,Loud,o,Short,0.14,205,439,1020
1,M,Loud,o,Short,0.12,194,534,955
1,M,Loud,o,Short,0.1,180,500,1000
1,M,Loud,u,Long,0.16,221,496,1549
1,M,Loud,u,Long,0.14,221,466,1023
1,M,Loud,u,Long,0.13,222,465,1012
1,M,Loud,u,Long,0.15,235,438,1654
1,M,Loud,u,Long,0.14,225,528,620
1,M,Loud,u,Long,0.15,228,596,2242
1,M,Loud,u,Long,0.2,245,665,2435
1,M,Loud,u,Long,0.17,223,493,740
1,M,Loud,u,Long,0.17,221,553,2251
1,M,Loud,u,Long,0.17,223,452,894
1,M,Loud,u,Long,0.13,226,417,896
1,M,Loud,u,Long,0.16,224,454,895
1,M,Loud,u,Short,0.13,229,413,1304
1,M,Loud,u,Short,0.17,223,380,633
1,M,Loud,u,Short,0.12,233,648,2567
1,M,Loud,u,Short,0.14,245,541,882
1,M,Loud,u,Short,0.09,234,502,1161
1,M,Loud,u,Short,0.1,236,478,1572
1,M,Loud,u,Short,0.09,252,397,786
1,M,Loud,u,Short,0.08,227,550,738
1,M,Loud,u,Short,0.06,221,417,856
1,M,Loud,u,Short,0.08,225,517,1123
1,M,Loud,u,Short,0.06,217,464,632
1,M,Loud,u,Short,0.08,176,389,713
2,M,Soft,a,Long,0.15,87,815,1228
2,M,Soft,a,Long,0.15,90,716,1208
2,M,Soft,a,Long,0.15,85,810,1219
2,M,Soft,a,Long,0.16,82,808,1204
2,M,Soft,a,Long,0.21,86,792,1163
2,M,Soft,a,Long,0.19,87,867,1362
2,M,Soft,a,Long,0.16,89,884,1134
2,M,Soft,a,Long,0.15,90,797,1171
2,M,Soft,a,Long,0.15,84,454,1164
2,M,Soft,a,Long,0.14,,843,1137
2,M,Soft,a,Long,0.17,,797,1095
2,M,Soft,a,Long,0.18,,621,1012
2,M,Soft,a,Short,0.11,91,803,1127
2,M,Soft,a,Short,0.08,,798,1112
2,M,Soft,a,Short,0.11,92,761,1082
2,M,Soft,a,Short,0.11,,834,1220
2,M,Soft,a,Short,0.14,,511,1222
2,M,Soft,a,Short,0.1,,537,1219
2,M,Soft,a,Short,0.09,84,836,1267
2,M,Soft,a,Short,0.11,,757,1160
2,M,Soft,a,Short,0.12,100,888,1168
2,M,Soft,a,Short,0.11,89,657,1204
2,M,Soft,a,Short,0.09,103,665,1216
2,M,Soft,a,Short,0.13,,704,1128
2,M,Soft,ɛ,Long,0.14,94,612,1960
2,M,Soft,ɛ,Long,0.15,98,650,1874
2,M,Soft,ɛ,Long,0.17,99,627,1810
2,M,Soft,ɛ,Long,0.11,93,646,1834
2,M,Soft,ɛ,Long,0.11,,556,1735
2,M,Soft,ɛ,Long,0.11,,598,1793
2,M,Soft,ɛ,Long,0.13,,573,1826
2,M,Soft,ɛ,Long,0.13,,553,1716
2,M,Soft,ɛ,Long,0.12,,643,1866
2,M,Soft,ɛ,Long,0.14,83,652,1842
2,M,Soft,ɛ,Long,0.13,85,561,1732
2,M,Soft,ɛ,Long,0.12,85,567,1778
2,M,Soft,ɛ,Short,0.14,,591,1770
2,M,Soft,ɛ,Short,0.15,,719,1651
2,M,Soft,ɛ,Short,0.18,,593,1639
2,M,Soft,ɛ,Short,0.1,,597,1879
2,M,Soft,ɛ,Short,0.1,,504,1756
2,M,Soft,ɛ,Short,0.09,,526,1740
2,M,Soft,ɛ,Short,0.11,89,576,1938
2,M,Soft,ɛ,Short,0.14,,603,1883
2,M,Soft,ɛ,Short,0.13,,579,1836
2,M,Soft,ɛ,Short,0.13,,578,1857
2,M,Soft,ɛ,Short,0.08,,569,1801
2,M,Soft,ɛ,Short,0.08,,527,1724
2,M,Soft,e,Long,0.16,92,383,2099
2,M,Soft,e,Long,0.14,90,373,2117
2,M,Soft,e,Long,0.14,88,423,2033
2,M,Soft,e,Long,0.13,,383,2212
2,M,Soft,e,Long,0.13,,380,2101
2,M,Soft,e,Long,0.13,87,413,2118
2,M,Soft,e,Long,0.16,,402,2155
2,M,Soft,e,Long,0.12,,396,2082
2,M,Soft,e,Long,0.12,,396,2115
