Speaker,Gen,Mode,Vowel,Long,Duration,F0,F1,F2
8,F,Soft,a,Long,0.17,,934,1642
8,F,Soft,a,Long,0.11,220,765,1503
8,F,Soft,a,Long,0.1,216,684,1222
8,F,Soft,a,Long,0.14,202,740,1217
8,F,Soft,a,Long,0.1,221,692,1215
8,F,Soft,a,Long,0.08,204,641,1141
8,F,Soft,a,Long,0.13,201,661,1196
8,F,Soft,a,Long,0.12,219,784,1310
8,F,Soft,a,Long,0.12,220,638,1292
8,F,Soft,a,Long,0.14,227,798,1319
8,F,Soft,a,Short,0.07,218,700,1415
8,F,Soft,a,Short,0.09,226,528,1184
8,F,Soft,a,Short,0.11,229,780,1343
8,F,Soft,a,Short,0.07,217,754,1638
8,F,Soft,a,Short,0.06,217,684,1612
8,F,Soft,a,Short,0.15,228,839,1453
8,F,Soft,a,Short,0.06,217,699,1513
8,F,Soft,a,Short,0.07,219,662,1529
8,F,Soft,a,Short,0.12,114,823,1431
8,F,Soft,a,Short,0.08,212,747,1482
8,F,Soft,a,Short,0.07,,688,1376
8,F,Soft,a,Short,0.15,,672,1331
8,F,Soft,ɛ,Long,0.13,207,778,2063
8,F,Soft,ɛ,Long,0.11,212,764,1975
8,F,Soft,ɛ,Long,0.19,225,714,2001
8,F,Soft,ɛ,Long,0.12,215,653,1930
8,F,Soft,ɛ,Long,0.09,216,646,1823
8,F,Soft,ɛ,Long,0.12,227,725,1937
8,F,Soft,ɛ,Long,0.11,230,691,1790
8,F,Soft,ɛ,Long,0.06,220,586,1724
8,F,Soft,ɛ,Long,0.11,224,710,1819
8,F,Soft,ɛ,Long,0.08,219,652,1749
8,F,Soft,ɛ,Long,0.07,227,602,1763
8,F,Soft,ɛ,Long,0.09,230,692,1841
8,F,Soft,ɛ,Short,0.09,222,679,1731
8,F,Soft,ɛ,Short,0.08,227,673,1601
8,F,Soft,ɛ,Short,0.14,222,705,1798
8,F,Soft,ɛ,Short,0.09,238,532,1803
8,F,Soft,ɛ,Short,0.07,227,591,1692
8,F,Soft,ɛ,Short,0.11,233,708,1825
8,F,Soft,ɛ,Short,0.08,233,679,1761
8,F,Soft,ɛ,Short,0.07,217,674,1686
8,F,Soft,ɛ,Short,0.09,220,772,1729
8,F,Soft,ɛ,Short,0.08,212,654,1687
8,F,Soft,ɛ,Short,0.07,,512,1544
8,F,Soft,ɛ,Short,0.13,225,685,1793
8,F,Soft,e,Long,0.13,222,453,2214
8,F,Soft,e,Long,0.11,214,429,2058
8,F,Soft,e,Long,0.14,232,468,2238
8,F,Soft,e,Long,0.13,231,465,2270
8,F,Soft,e,Long,0.09,235,479,2070
8,F,Soft,e,Long,0.18,239,471,2152
8,F,Soft,e,Long,0.1,235,473,2088
8,F,Soft,e,Long,0.1,214,443,1941
8,F,Soft,e,Long,0.12,229,471,2071
8,F,Soft,e,Long,0.09,211,525,2142
8,F,Soft,e,Long,0.1,200,557,2144
8,F,Soft,e,Long,0.12,112,554,2317
8,F,Soft,e,Short,0.06,216,515,2234
8,F,Soft,e,Short,0.09,205,661,2281
8,F,Soft,e,Short,0.13,107,540,2371
8,F,Soft,e,Short,0.1,108,533,2175
8,F,Soft,e,Short,0.11,,534,2079
8,F,Soft,e,Short,0.12,,458,2160
8,F,Soft,e,Short,0.09,241,478,2359
8,F,Soft,e,Short,0.13,219,423,2346
8,F,Soft,e,Short,0.12,229,441,2314
8,F,Soft,e,Short,0.09,222,482,2287
8,F,Soft,e,Short,0.03,,442,2219
8,F,Soft,e,Short,0.1,,428,2301
8,F,Soft,i,Long,0.12,224,383,2439
8,F,Soft,i,Long,0.1,,343,2449
8,F,Soft,i,Long,0.2,120,373,2492
8,F,Soft,i,Long,0.09,231,320,2472
8,F,Soft,i,Long,0.08,230,389,2447
8,F,Soft,i,Long,0.15,249,316,2486
8,F,Soft,i,Long,0.09,223,373,2468
8,F,Soft,i,Long,0.09,222,333,2446
8,F,Soft,i,Long,0.14,,388,2566
8,F,Soft,i,Long,0.12,230,337,2523
8,F,Soft,i,Long,0.1,229,374,2374
8,F,Soft,i,Long,0.13,,341,2521
8,F,Soft,i,Short,0.06,222,469,2443
8,F,Soft,i,Short,0.06,221,429,2192
8,F,Soft,i,Short,0.08,232,466,2217
8,F,Soft,i,Short,0.1,224,420,981
8,F,Soft,i,Short,0.12,111,560,2781
8,F,Soft,i,Short,0.13,239,513,530
8,F,Soft,i,Short,0.05,,351,2497
8,F,Soft,i,Short,0.06,,326,2354
8,F,Soft,i,Short,0.11,,338,2429
8,F,Soft,i,Short,0.03,223,387,2242
8,F,Soft,i,Short,0.03,220,437,2044
8,F,Soft,i,Short,0.09,,329,2399
8,F,Soft,ɔ,Long,0.09,212,579,1063
8,F,Soft,ɔ,Long,0.07,226,528,1121
8,F,Soft,ɔ,Long,0.13,235,534,1080
8,F,Soft,ɔ,Long,0.09,216,617,1136
8,F,Soft,ɔ,Long,0.09,213,515,1073
8,F,Soft,ɔ,Long,0.14,,505,977
8,F,Soft,ɔ,Long,0.13,214,544,1045
8,F,Soft,ɔ,Long,0.12,209,530,1134
8,F,Soft,ɔ,Long,0.12,218,522,1091
8,F,Soft,ɔ,Long,0.09,223,634,1128
8,F,Soft,ɔ,Long,0.11,221,635,1212
8,F,Soft,ɔ,Long,0.13,,565,1096
8,F,Soft,ɔ,Short,0.1,121,613,1008
8,F,Soft,ɔ,Short,0.08,,485,1175
8,F,Soft,ɔ,Short,0.08,,572,1102
8,F,Soft,ɔ,Short,0.09,250,575,1140
8,F,Soft,ɔ,Short,0.09,236,556,1141
8,F,Soft,ɔ,Short,0.11,,612,1106
8,F,Soft,ɔ,Short,0.08,220,539,1107
8,F,Soft,ɔ,Short,0.07,,509,1255
8,F,Soft,ɔ,Short,0.1,236,605,1144
8,F,Soft,ɔ,Short,0.09,,595,1139
8,F,Soft,ɔ,Short,0.09,,567,1271
8,F,Soft,ɔ,Short,0.13,,623,1160
8,F,Soft,o,Long,0.1,221,485,1104
8,F,Soft,o,Long,0.11,215,421,1047
8,F,Soft,o,Long,0.13,,447,967
8,F,Soft,o,Long,0.14,204,435,917
8,F,Soft,o,Long,0.17,113,449,907
8,F,Soft,o,Long,0.18,222,431,907
8,F,Soft,o,Long,0.09,214,500,927
8,F,Soft,o,Long,0.08,113,461,1126
8,F,Soft,o,Long,0.11,232,502,976
8,F,Soft,o,Long,0.11,210,503,1055
8,F,Soft,o,Long,0.07,109,463,1166
8,F,Soft,o,Long,0.09,110,483,1128
8,F,Soft,o,Short,0.07,,479,954
8,F,Soft,o,Short,0.09,,383,912
8,F,Soft,o,Short,0.08,,361,896
8,F,Soft,o,Short,0.09,197,525,950
8,F,Soft,o,Short,0.05,,381,989
8,F,Soft,o,Short,0.08,,439,958
8,F,Soft,o,Short,0.07,199,536,1229
8,F,Soft,o,Short,0.09,207,435,1237
8,F,Soft,o,Short,0.1,121,496,1237
8,F,Soft,o,Short,0.1,203,496,1153
8,F,Soft,o,Short,0.06,216,453,1133
8,F,Soft,o,Short,0.11,,437,997
8,F,Soft,u,Long,0.06,201,412,1091
8,F,Soft,u,Long,0.07,,497,1218
8,F,Soft,u,Long,0.06,110,390,1119
8,F,Soft,u,Long,0.11,194,408,922
8,F,Soft,u,Long,0.13,,392,873
8,F,Soft,u,Long,0.12,,441,889
8,F,Soft,u,Long,0.07,,398,958
8,F,Soft,u,Long,0.08,,394,845
8,F,Soft,u,Long,0.11,,440,646
8,F,Soft,u,Long,0.11,,310,932
8,F,Soft,u,Long,0.07,218,349,1017
8,F,Soft,u,Long,0.11,,373,821
8,F,Soft,u,Short,0.07,,318,877
8,F,Soft,u,Short,0.07,228,408,828
8,F,Soft,u,Short,0.12,,333,695
8,F,Soft,u,Short,0.05,,432,1112
8,F,Soft,u,Short,0.06,217,356,967
8,F,Soft,u,Short,0.08,,389,915
8,F,Soft,u,Short,0.07,,457,908
8,F,Soft,u,Short,0.07,,438,1070
8,F,Soft,u,Short,0.08,225,434,917
8,F,Soft,u,Short,0.08,,384,675
8,F,Soft,u,Short,0.05,,522,804
8,F,Soft,u,Short,0.05,,510,822
8,F,Neutral,a,Long,0.13,244,972,1691
8,F,Neutral,a,Long,0.12,199,978,1590
8,F,Neutral,a,Long,0.17,183,882,1441
8,F,Neutral,a,Long,0.14,243,1023,1461
8,F,Neutral,a,Long,0.11,195,813,1264
8,F,Neutral,a,Long,0.15,178,827,1277
8,F,Neutral,a,Long,0.1,232,928,1389
8,F,Neutral,a,Long,0.09,197,746,1293
8,F,Neutral,a,Long,0.1,174,752,1249
8,F,Neutral,a,Long,0.14,227,880,1476
8,F,Neutral,a,Long,0.12,189,783,1432
8,F,Neutral,a,Long,0.13,172,895,1252
8,F,Neutral,a,Short,0.08,223,834,1346
8,F,Neutral,a,Short,0.06,189,748,1347
8,F,Neutral,a,Short,0.12,175,848,1258
8,F,Neutral,a,Short,0.08,221,885,1556
8,F,Neutral,a,Short,0.09,186,796,1477
8,F,Neutral,a,Short,0.12,172,857,1392
8,F,Neutral,a,Short,0.06,234,864,1494
8,F,Neutral,a,Short,0.06,196,758,1421
8,F,Neutral,a,Short,0.14,205,981,1396
8,F,Neutral,a,Short,0.1,214,874,1407
8,F,Neutral,a,Short,0.09,211,778,1313
8,F,Neutral,a,Short,0.13,202,841,1372
8,F,Neutral,ɛ,Long,0.2,205,785,2037
8,F,Neutral,ɛ,Long,0.18,204,724,2033
8,F,Neutral,ɛ,Long,0.17,217,752,1929
8,F,Neutral,ɛ,Long,0.1,208,720,1830
8,F,Neutral,ɛ,Long,0.09,201,685,1791
8,F,Neutral,ɛ,Long,0.1,218,847,1844
8,F,Neutral,ɛ,Long,0.08,198,725,1617
8,F,Neutral,ɛ,Long,0.1,194,683,1643
8,F,Neutral,ɛ,Long,0.11,218,803,1713
8,F,Neutral,ɛ,Long,0.08,184,681,1738
8,F,Neutral,ɛ,Long,0.09,199,637,1699
8,F,Neutral,ɛ,Long,0.08,214,758,1768
8,F,Neutral,ɛ,Short,0.1,204,689,1653
8,F,Neutral,ɛ,Short,0.09,194,689,1638
8,F,Neutral,ɛ,Short,0.09,213,748,1692
8,F,Neutral,ɛ,Short,0.11,196,640,1661
8,F,Neutral,ɛ,Short,0.08,190,608,1663
8,F,Neutral,ɛ,Short,0.1,205,732,1806
8,F,Neutral,ɛ,Short,0.09,198,730,1773
8,F,Neutral,ɛ,Short,0.08,192,647,1571
8,F,Neutral,ɛ,Short,0.1,206,833,1855
8,F,Neutral,ɛ,Short,0.09,199,684,1725
8,F,Neutral,ɛ,Short,0.08,188,588,1605
8,F,Neutral,ɛ,Short,0.11,212,790,1700
8,F,Neutral,e,Long,0.11,107,509,2291
8,F,Neutral,e,Long,0.1,198,552,2271
8,F,Neutral,e,Long,0.15,216,483,2348
8,F,Neutral,e,Long,0.11,219,501,2164
8,F,Neutral,e,Long,0.12,192,567,2122
8,F,Neutral,e,Long,0.16,202,476,2226
8,F,Neutral,e,Long,0.13,219,457,2156
8,F,Neutral,e,Long,0.11,198,497,1978
8,F,Neutral,e,Long,0.15,203,498,2149
8,F,Neutral,e,Long,0.14,212,549,2303
8,F,Neutral,e,Long,0.13,195,574,2310
8,F,Neutral,e,Long,0.15,203,556,2428
8,F,Neutral,e,Short,0.08,208,556,2501
8,F,Neutral,e,Short,0.09,199,611,2269
8,F,Neutral,e,Short,0.12,197,582,2372
8,F,Neutral,e,Short,0.13,205,651,2232
8,F,Neutral,e,Short,0.08,200,616,2145
8,F,Neutral,e,Short,0.14,213,598,2259
8,F,Neutral,e,Short,0.1,207,532,2277
8,F,Neutral,e,Short,0.1,200,593,2374
8,F,Neutral,e,Short,0.11,210,461,2310
8,F,Neutral,e,Short,0.11,211,620,2382
8,F,Neutral,e,Short,0.17,199,416,1234
8,F,Neutral,e,Short,0.08,204,649,2282
8,F,Neutral,i,Long,0.14,212,384,2522
8,F,Neutral,i,Long,0.11,200,409,2411
8,F,Neutral,i,Long,0.16,232,398,2518
8,F,Neutral,i,Long,0.08,214,400,2499
8,F,Neutral,i,Long,0.08,221,387,2422
8,F,Neutral,i,Long,0.12,,363,2472
8,F,Neutral,i,Long,0.11,215,399,2388
8,F,Neutral,i,Long,0.07,198,410,2344
8,F,Neutral,i,Long,0.12,215,373,2381
8,F,Neutral,i,Long,0.12,217,380,2493
8,F,Neutral,i,Long,0.08,217,399,2358
8,F,Neutral,i,Long,0.13,234,382,2529
8,F,Neutral,i,Short,0.08,215,449,2618
8,F,Neutral,i,Short,0.09,213,432,1745
8,F,Neutral,i,Short,0.08,199,419,1299
8,F,Neutral,i,Short,0.13,225,349,2522
8,F,Neutral,i,Short,0.11,,404,1120
8,F,Neutral,i,Short,0.14,224,400,857
8,F,Neutral,i,Short,0.11,226,445,2463
8,F,Neutral,i,Short,0.08,221,473,2363
8,F,Neutral,i,Short,0.11,235,471,2441
8,F,Neutral,i,Short,0.06,220,412,2413
8,F,Neutral,i,Short,0.1,207,432,2191
8,F,Neutral,i,Short,0.11,225,451,2428
8,F,Neutral,ɔ,Long,0.14,208,663,1262
8,F,Neutral,ɔ,Long,0.12,204,642,1253
8,F,Neutral,ɔ,Long,0.18,225,691,1140
8,F,Neutral,ɔ,Long,0.09,202,750,1148
8,F,Neutral,ɔ,Long,0.1,200,663,1162
8,F,Neutral,ɔ,Long,0.14,226,695,1138
8,F,Neutral,ɔ,Long,0.16,218,719,1147
8,F,Neutral,ɔ,Long,0.19,198,670,1174
8,F,Neutral,ɔ,Long,0.15,213,761,1108
8,F,Neutral,ɔ,Long,0.08,233,752,1447
8,F,Neutral,ɔ,Long,0.09,211,743,1424
8,F,Neutral,ɔ,Long,0.14,234,743,1274
8,F,Neutral,ɔ,Short,0.08,196,680,1009
8,F,Neutral,ɔ,Short,0.08,208,650,1224
8,F,Neutral,ɔ,Short,0.09,242,706,1217
8,F,Neutral,ɔ,Short,0.07,195,614,1133
8,F,Neutral,ɔ,Short,0.09,194,587,1193
8,F,Neutral,ɔ,Short,0.12,228,691,1118
8,F,Neutral,ɔ,Short,0.08,219,644,1206
8,F,Neutral,ɔ,Short,0.08,208,590,1247
8,F,Neutral,ɔ,Short,0.11,210,717,1140
8,F,Neutral,ɔ,Short,0.11,211,720,1291
8,F,Neutral,ɔ,Short,0.1,197,639,1270
8,F,Neutral,ɔ,Short,0.14,211,758,1127
8,F,Neutral,o,Long,0.12,217,515,1088
8,F,Neutral,o,Long,0.11,215,516,1051
8,F,Neutral,o,Long,0.14,219,536,1037
8,F,Neutral,o,Long,0.19,206,627,1038
8,F,Neutral,o,Long,0.18,201,652,1065
8,F,Neutral,o,Long,0.21,233,715,1170
8,F,Neutral,o,Long,0.08,220,669,1134
8,F,Neutral,o,Long,0.08,211,693,1131
8,F,Neutral,o,Long,0.12,229,806,995
8,F,Neutral,o,Long,0.1,211,632,1104
8,F,Neutral,o,Long,0.11,207,708,1043
8,F,Neutral,o,Long,0.13,218,724,1083
8,F,Neutral,o,Short,0.12,214,672,947
8,F,Neutral,o,Short,0.11,214,660,1023
8,F,Neutral,o,Short,0.11,246,690,1052
8,F,Neutral,o,Short,0.08,217,628,1053
8,F,Neutral,o,Short,0.08,218,641,1271
8,F,Neutral,o,Short,0.09,237,608,1145
8,F,Neutral,o,Short,0.08,211,533,1215
8,F,Neutral,o,Short,0.08,210,530,1318
8,F,Neutral,o,Short,0.14,228,515,1233
8,F,Neutral,o,Short,0.11,214,557,1267
8,F,Neutral,o,Short,0.11,208,522,1216
8,F,Neutral,o,Short,0.17,235,513,1166
8,F,Neutral,u,Long,0.13,226,471,1114
8,F,Neutral,u,Long,0.08,214,443,954
8,F,Neutral,u,Long,0.08,229,496,1055
8,F,Neutral,u,Long,0.09,224,440,980
8,F,Neutral,u,Long,0.11,217,424,993
8,F,Neutral,u,Long,0.09,238,469,1087
8,F,Neutral,u,Long,0.07,233,440,739
8,F,Neutral,u,Long,0.06,227,424,678
8,F,Neutral,u,Long,0.08,242,458,701
8,F,Neutral,u,Long,0.07,228,423,925
8,F,Neutral,u,Long,0.06,218,389,896
8,F,Neutral,u,Long,0.11,245,457,919
8,F,Neutral,u,Short,0.08,229,404,653
8,F,Neutral,u,Short,0.08,225,434,918
8,F,Neutral,u,Short,0.11,228,455,724
8,F,Neutral,u,Short,0.1,219,485,914
8,F,Neutral,u,Short,0.09,218,469,929
8,F,Neutral,u,Short,0.12,235,495,1042
8,F,Neutral,u,Short,0.06,225,422,646
8,F,Neutral,u,Short,0.07,216,420,1006
8,F,Neutral,u,Short,0.09,239,445,726
8,F,Neutral,u,Short,0.05,202,395,808
8,F,Neutral,u,Short,0.09,,505,802
8,F,Neutral,u,Short,0.08,,480,979
8,F,Loud,a,Long,0.12,220,1140,1672
8,F,Loud,a,Long,0.14,273,1071,1697
8,F,Loud,a,Long,0.2,219,1057,1532
8,F,Loud,a,Long,0.17,287,1177,1518
8,F,Loud,a,Long,0.14,248,969,1425
8,F,Loud,a,Long,0.2,216,963,1382
8,F,Loud,a,Long,0.14,291,1152,1484
8,F,Loud,a,Long,0.13,260,992,1442
8,F,Loud,a,Long,0.17,214,998,1470
8,F,Loud,a,Long,0.11,271,1086,1380
8,F,Loud,a,Long,0.14,248,988,1449
8,F,Loud,a,Long,0.19,211,941,1390
8,F,Loud,a,Short,0.09,269,1081,1521
8,F,Loud,a,Short,0.11,245,913,1463
8,F,Loud,a,Short,0.15,210,1007,1392
8,F,Loud,a,Short,0.09,256,1026,1605
8,F,Loud,a,Short,0.11,249,791,1507
8,F,Loud,a,Short,0.19,205,978,1457
8,F,Loud,a,Short,0.12,280,1124,1699
8,F,Loud,a,Short,0.13,261,1071,1588
8,F,Loud,a,Short,0.18,224,972,1491
8,F,Loud,a,Short,0.14,266,1061,1585
8,F,Loud,a,Short,0.13,248,929,1483
8,F,Loud,a,Short,0.17,215,1032,1490
8,F,Loud,ɛ,Long,0.22,272,832,2165
8,F,Loud,ɛ,Long,0.2,247,853,2154
8,F,Loud,ɛ,Long,0.23,214,743,2100
8,F,Loud,ɛ,Long,0.1,270,829,1985
8,F,Loud,ɛ,Long,0.1,251,764,1920
8,F,Loud,ɛ,Long,0.16,212,726,2001
8,F,Loud,ɛ,Long,0.11,268,799,1874
8,F,Loud,ɛ,Long,0.1,253,740,1757
8,F,Loud,ɛ,Long,0.16,213,737,1846
8,F,Loud,ɛ,Long,0.11,260,872,1932
8,F,Loud,ɛ,Long,0.12,242,763,1895
8,F,Loud,ɛ,Long,0.14,215,800,2031
8,F,Loud,ɛ,Short,0.12,278,872,1924
8,F,Loud,ɛ,Short,0.12,241,739,1667
8,F,Loud,ɛ,Short,0.19,205,721,1839
8,F,Loud,ɛ,Short,0.09,254,894,2020
8,F,Loud,ɛ,Short,0.09,232,723,1799
8,F,Loud,ɛ,Short,0.13,208,683,1996
8,F,Loud,ɛ,Short,0.1,268,912,1886
8,F,Loud,ɛ,Short,0.09,234,755,1717
8,F,Loud,ɛ,Short,0.12,208,762,1922
8,F,Loud,ɛ,Short,0.09,252,776,1736
8,F,Loud,ɛ,Short,0.09,242,760,1643
8,F,Loud,ɛ,Short,0.16,202,748,1863
8,F,Loud,e,Long,0.13,258,555,2251
8,F,Loud,e,Long,0.12,247,606,2142
8,F,Loud,e,Long,0.12,216,619,2154
8,F,Loud,e,Long,0.13,261,549,2147
8,F,Loud,e,Long,0.1,240,496,2151
8,F,Loud,e,Long,0.16,209,468,2142
8,F,Loud,e,Long,0.16,265,567,2109
8,F,Loud,e,Long,0.15,237,524,2020
8,F,Loud,e,Long,0.22,208,500,2208
8,F,Loud,e,Long,0.16,264,576,2241
8,F,Loud,e,Long,0.16,242,549,2201
8,F,Loud,e,Long,0.2,203,621,2374
8,F,Loud,e,Short,0.1,264,550,2362
8,F,Loud,e,Short,0.08,234,523,2316
8,F,Loud,e,Short,0.16,209,536,2313
8,F,Loud,e,Short,0.13,256,520,2127
8,F,Loud,e,Short,0.1,236,512,2118
8,F,Loud,e,Short,0.15,202,594,2224
8,F,Loud,e,Short,0.11,259,525,2299
8,F,Loud,e,Short,0.12,242,501,2397
8,F,Loud,e,Short,0.18,213,503,2307
8,F,Loud,e,Short,0.13,267,565,2390
8,F,Loud,e,Short,0.12,257,570,2289
8,F,Loud,e,Short,0.15,214,542,2302
8,F,Loud,i,Long,0.19,287,491,2475
8,F,Loud,i,Long,0.16,253,497,2445
8,F,Loud,i,Long,0.22,212,412,2504
8,F,Loud,i,Long,0.11,268,454,2413
8,F,Loud,i,Long,0.09,258,493,2392
8,F,Loud,i,Long,0.16,213,406,2453
8,F,Loud,i,Long,0.11,286,543,2546
8,F,Loud,i,Long,0.09,237,463,2358
8,F,Loud,i,Long,0.19,213,427,2365
8,F,Loud,i,Long,0.1,280,389,2499
8,F,Loud,i,Long,0.09,246,419,2441
8,F,Loud,i,Long,0.13,279,367,2492
8,F,Loud,i,Short,0.13,245,457,1326
8,F,Loud,i,Short,0.09,241,494,2192
8,F,Loud,i,Short,0.11,281,582,2192
8,F,Loud,i,Short,0.14,253,489,2722
8,F,Loud,i,Short,0.14,258,543,2618
8,F,Loud,i,Short,0.17,284,621,2645
8,F,Loud,i,Short,0.14,291,460,2595
8,F,Loud,i,Short,0.1,280,545,2433
8,F,Loud,i,Short,0.17,283,551,2531
8,F,Loud,i,Short,0.11,283,417,2528
8,F,Loud,i,Short,0.09,275,383,2442
8,F,Loud,i,Short,0.14,287,388,2475
8,F,Loud,ɔ,Long,0.1,267,750,1078
8,F,Loud,ɔ,Long,0.09,262,842,1124
8,F,Loud,ɔ,Long,0.16,281,789,1132
8,F,Loud,ɔ,Long,0.14,269,858,1148
8,F,Loud,ɔ,Long,0.12,261,833,1209
8,F,Loud,ɔ,Long,0.2,277,829,1119
8,F,Loud,ɔ,Long,0.24,247,974,1274
8,F,Loud,ɔ,Long,0.23,236,811,1194
8,F,Loud,ɔ,Long,0.23,273,990,1090
8,F,Loud,ɔ,Long,0.1,292,939,1477
8,F,Loud,ɔ,Long,0.1,276,839,1464
8,F,Loud,ɔ,Long,0.16,288,908,1307
8,F,Loud,ɔ,Short,0.12,246,822,1183
8,F,Loud,ɔ,Short,0.1,267,816,1251
8,F,Loud,ɔ,Short,0.12,288,855,1226
8,F,Loud,ɔ,Short,0.12,247,839,1222
8,F,Loud,ɔ,Short,0.11,250,793,1268
8,F,Loud,ɔ,Short,0.16,270,837,1206
8,F,Loud,ɔ,Short,0.09,250,823,1239
8,F,Loud,ɔ,Short,0.11,250,732,1238
8,F,Loud,ɔ,Short,0.15,275,816,1157
8,F,Loud,ɔ,Short,0.13,258,891,1312
8,F,Loud,ɔ,Short,0.15,267,916,1316
8,F,Loud,ɔ,Short,0.17,285,975,1299
8,F,Loud,o,Long,0.12,292,630,1176
8,F,Loud,o,Long,0.12,259,663,1066
8,F,Loud,o,Long,0.13,268,677,1120
8,F,Loud,o,Long,0.21,273,551,1096
8,F,Loud,o,Long,0.23,270,553,1087
8,F,Loud,o,Long,0.24,287,602,1128
8,F,Loud,o,Long,0.1,275,683,1109
8,F,Loud,o,Long,0.1,277,701,1137
8,F,Loud,o,Long,0.14,297,733,1196
8,F,Loud,o,Long,0.12,275,797,1304
8,F,Loud,o,Long,0.08,262,715,1571
8,F,Loud,o,Long,0.12,289,754,1472
8,F,Loud,o,Short,0.12,270,674,1088
8,F,Loud,o,Short,0.1,265,616,1080
8,F,Loud,o,Short,0.13,161,698,1182
8,F,Loud,o,Short,0.12,287,619,1162
8,F,Loud,o,Short,0.11,256,655,1331
8,F,Loud,o,Short,0.13,288,621,1494
8,F,Loud,o,Short,0.1,265,629,1352
8,F,Loud,o,Short,0.09,267,628,1492
8,F,Loud,o,Short,0.14,288,645,1401
8,F,Loud,o,Short,0.13,272,614,1362
8,F,Loud,o,Short,0.13,265,643,1317
8,F,Loud,o,Short,0.16,284,687,1270
8,F,Loud,u,Long,0.11,282,573,1170
8,F,Loud,u,Long,0.11,259,584,1101
8,F,Loud,u,Long,0.12,295,610,1190
8,F,Loud,u,Long,0.17,281,531,648
8,F,Loud,u,Long,0.14,275,546,910
8,F,Loud,u,Long,0.18,151,621,1111
8,F,Loud,u,Long,0.13,296,463,845
8,F,Loud,u,Long,0.14,286,513,886
8,F,Loud,u,Long,0.17,298,535,868
8,F,Loud,u,Long,0.12,279,535,1079
8,F,Loud,u,Long,0.12,278,478,1114
8,F,Loud,u,Long,0.18,300,501,918
8,F,Loud,u,Short,0.13,285,449,880
8,F,Loud,u,Short,0.13,279,475,865
8,F,Loud,u,Short,0.14,158,535,972
8,F,Loud,u,Short,0.11,272,557,1017
8,F,Loud,u,Short,0.12,261,536,1462
8,F,Loud,u,Short,0.15,216,602,1232
8,F,Loud,u,Short,0.09,270,444,852
8,F,Loud,u,Short,0.1,267,506,878
8,F,Loud,u,Short,0.1,149,594,913
8,F,Loud,u,Short,0.14,267,509,929
8,F,Loud,u,Short,0.11,231,480,1000
8,F,Loud,u,Short,0.15,196,418,1035
